NG-2006-98,http://hdl.handle.net/10934/RM0001.COLLECT.440464,Jacob Jurriaan de Friderici,schilderij,"Pieneman, Nicolaas",1820,https://lh3.googleusercontent.com/6ORToB-Y0cm2Ip9aKNrZJvcD9Jsq_JjjV-GY4VpbPh7vjVG-BBcrbM1j5a3uYgI9eop4Ev0Hhl2rfRBIJ9saX-PyfA=s0
NG-2008-11,http://hdl.handle.net/10934/RM0001.COLLECT.454564,Damesgezelschap bekijkt stereoscoopfoto's,schilderij,"Spoel, Jacob",1868,https://lh6.ggpht.com/n1KVxVDUg5TETdpT4zCdJTVVr6wvtIimlN7Saxqi2x_z4zKHkibKTNPbuFwPzoaXQZV8avW0HjFyGEe4W3MFpPJiPJR8=s0
NG-2008-40,http://hdl.handle.net/10934/RM0001.COLLECT.455982,Isaac Pontanus (1625-1710) schenkt zijn kleinzoon Hendrik van Beek een gouden penning,schilderij,"Musscher, Michiel van",1689,https://lh3.googleusercontent.com/6CbmQy7Z_UmWH1RB-YDCtCg4GjnYqLD9YdDmGaed-QKCmGEKeXjMDpZItw1O0WBnb0NUad58kO_R8jcJDJ0TixPh0dw=s0
NG-2008-64,http://hdl.handle.net/10934/RM0001.COLLECT.328423,Portret van de familie Cock Blomhoff,schilderij,Ishizaki Yushi,1817,https://lh6.ggpht.com/VK4zTxsKnaZnfOgNyJsMYtt-wf1aGV8rdpIlYCQs4azxhuo_Go3VXkAKR9INbOS5v5v2bREOnlQolXrmK6dsznV3VCw=s0
NG-2013-20,http://hdl.handle.net/10934/RM0001.COLLECT.530703,De haveningang van Willemstad met het Gouvernementspaleis,schilderij,"Crébassol, Prosper",1858,https://lh4.ggpht.com/fsvXC6yju07qoBmhPKiRsgNggoYSE08wl7tQ1aUfaxhwgiapu7YvyimA_Z0d_6zEIm6nHRZzos652SIvgV_1yx0HCPA=s0
NG-2017-15,http://hdl.handle.net/10934/RM0001.COLLECT.671077,Heemskerck en Barents bereiden hun tweede expeditie naar het Noorden voor,schilderij,"Bisschop, Christoffel",1862,https://lh3.googleusercontent.com/rDlSSE5H07d_W4b_z64VlMfqVAT_-8uoDbkl8TBf70Qx3INMlhc6ER_E_WeHUNlLKHW7yZKkG9sgmrmXNFgq9IIPEyM=s0
NG-C-2011-2,http://hdl.handle.net/10934/RM0001.COLLECT.503897,Portret van Leonardus van der Voort,schilderij,"Scheffer, Johan Bernard",1799,https://lh4.ggpht.com/mD3WbdiDHSFeWrf4JmPFqq2jJuffY2_o8Kp_1JrGN-KtUd8bn3IzOPqgyGKM15VgZGguDiBLzJo-sDT7DEv6hTeb2Gc=s0
RP-T-00-2244,http://hdl.handle.net/10934/RM0001.COLLECT.250547,Staande boerenmeisje met stok,schilderij,"Koelman, Johan Daniël",1841,https://lh3.googleusercontent.com/jPl-KmBNLQ68qqtLaf2vLWUcTy2r9FNAm3232ZuNfpY6gQMIGRv6FgSkXqratf3alVpZdyDTF6ePzAkR9GD_BLnT6jST=s0
RP-T-1938-160M,http://hdl.handle.net/10934/RM0001.COLLECT.299171,"Visser met een mand, van achteren gezien",schilderij,"Weissenbruch, Jan",1832,https://lh3.googleusercontent.com/fuLz98oYbNt4VhsKdarc7pa81MWmZBe-f4SuU3XV8uej_LNbsKT5WPNFk8w3MVLXD-l8TkF7BKkIHDcODA30pK8MFmk=s0
RP-T-1940-248,http://hdl.handle.net/10934/RM0001.COLLECT.310665,Zelfportret voor de ezel,schilderij,"Neuhuys, Albert (1844-1914)",1854,https://lh6.ggpht.com/3sGXVVciPgbBbZrlzUIdJN5zqvImx9Z039LPgPNfT1isv7Wf8tm_BVJjtRUTHW9noYDmk3QX45fDX5vqI1mMj3d2h_w=s0
RP-T-1940-543,http://hdl.handle.net/10934/RM0001.COLLECT.310882,Zelfportret van Gabriël van Rooyen,schilderij,"Rooyen, Gabriël van",1762,https://lh5.ggpht.com/YDvGJOAbi_5gCMdMgBX3JBElUMSJqbhFzUTCKx4MW3iNeZMP0Ldd8pRT9R5Gj7GPh-3lkDb2elbG6JYGrUYCr66siw=s0
RP-T-1950-205,http://hdl.handle.net/10934/RM0001.COLLECT.243527,Ontwerp voor een dessus-de-porte: tak met pauw en andere vogels,schilderij,"Allebé, August",1874,https://lh3.googleusercontent.com/jnd-Sgn8AuE8pD2ZQciucLyZ4qsqWL695aLCnxNmHQ5t-x0DGvxEsi9THFZl6pBMUJ7vp_Gj3wa3FigzVqcHodp7-Q=s0
RP-T-1952-199,http://hdl.handle.net/10934/RM0001.COLLECT.227390,Een rechtervoet,schilderij,"Krausz, Simon Andreas",1770,https://lh5.ggpht.com/H_PXFOeA8bB3y40h6q2nPXHWm4By19P12xBzDTMFF6FAXzqNqTWOnYVwo_P_XUp1IjtlxIldf3I23D56P_1KnDfq325y=s0
RP-T-1952-200,http://hdl.handle.net/10934/RM0001.COLLECT.227479,Een linkervoet,schilderij,"Krausz, Simon Andreas",1770,https://lh4.ggpht.com/1BcrETcpEwKkC_QKEtfP7R8Cwj46pmUgRXH3KOI4DqtVC60uD23nkk2AVVgOqqBUUUCCtS8dAAIABc_QmrsuqVvxo38=s0
RP-T-1952-248,http://hdl.handle.net/10934/RM0001.COLLECT.230516,Rustende landlieden in een wei,schilderij,"Krausz, Simon Andreas",1770,https://lh4.ggpht.com/8pB5_XMqXDygmY5VCCLiyG-TL0CXKuu33xPZsLVLuZ5bnOT1o38vKljlC9ALKTShEYZoWhtn3mZH2knSD9kBBH5ORw=s0
RP-T-1953-504,http://hdl.handle.net/10934/RM0001.COLLECT.298739,Duinlandschap met vuurtoren en nettenboeters,schilderij,"Smissaert, Frans",1872,https://lh3.googleusercontent.com/G9Iak25QcnZhNLyrpxPCHVW6Dvs7gn8ki2Awgwv9D9tlguSaMbfk2vWphwLW3wA0Nex76-N9NUpZzuylMTaddS_Wqwy5=s0
RP-T-1953-506,http://hdl.handle.net/10934/RM0001.COLLECT.298750,Huisje bij boomrand en vrouwen met visnetten,schilderij,"Smissaert, Frans",1872,https://lh3.googleusercontent.com/g8EBfkL-NL2MtIu8C7_3wjBawO3kpvBowEfXi2reO_RJrpQrQOKm-x5JgHFUYBBNXKw8rOUpc50xkUuU-xq8479Xu8I=s0
RP-T-1960-126,http://hdl.handle.net/10934/RM0001.COLLECT.299526,Studiekop naar links,schilderij,"Schwartze, Johann Georg",1824,https://lh3.googleusercontent.com/OAgLXQwHG3hTyB6QkPspzVy1In9ZTvyfy45oCkJVISq3XOevm8_jeheEtMWfIJuNEZnEVT9r03zMuiTZliN3gJPQWEc=s0
RP-T-1979-45,http://hdl.handle.net/10934/RM0001.COLLECT.297746,Paardekop,schilderij,"Roland Holst, Richard Nicolaüs",1881,https://lh4.ggpht.com/TD4nJZ6rg4BwwKdD7oFtwf7kaZLUo-r7VmGaM1_isth5LAv54UID6i-krW1D1ksBboieRwh51TqkNaln_rR_1-eUTQ8=s0
RP-T-1987-8,http://hdl.handle.net/10934/RM0001.COLLECT.296429,Portretstudie van kapitein T.S. Nabal,schilderij,"Pieneman, Nicolaas",1819,https://lh6.ggpht.com/l1nucBpjrZ1Ij0Bv9cgN_dEbIu0adAOTbSnOSoaVM0oNUQm4qcwb7tDdKLfS2bpe3h2lufnBPQosgDttOEeTeR8LNw=s0
RP-T-1987-9,http://hdl.handle.net/10934/RM0001.COLLECT.296445,Portretstudie van kapitein J.J.P. van Munnick,schilderij,"Pieneman, Nicolaas",1819,https://lh5.ggpht.com/JQ_dLXcvARN7r0RTA15ZFHWk3au82dA2CMY8aco3Ex0PmG9_RVOIRRf6VHnMpsbnUGlS-UDFtFlyXXNINzXzI1PpC00=s0
SK-A-10,http://hdl.handle.net/10934/RM0001.COLLECT.5892,Woelige zee,schilderij,"Bakhuysen, Ludolf",1692,https://lh6.ggpht.com/kQWTa_K2RoVzThp1hP8cAerSRf3icfoPXDqun0iWPrnE6LaZ8veko1cBGzXT-tMjtWp8URk8y8eRN7QC8UXKqDtKjXwB=s0
SK-A-100,http://hdl.handle.net/10934/RM0001.COLLECT.8362,Boerenherberg,schilderij,"Dusart, Cornelis",1690,https://lh3.googleusercontent.com/ndAXvkIzdYYknZCLrV_AGPZo1ADyiy2J_8EotItX5PyJkLJ6e1MOPCZeRoLuTgcokP71MrQLWE_d_XEK0aHWrAAP-5hN=s0
SK-A-1000,http://hdl.handle.net/10934/RM0001.COLLECT.5370,Gelders landschap,schilderij,"Sande Bakhuyzen, Hendrikus van de",1818,https://lh3.googleusercontent.com/AXY5RbPjjKaM1x1kFPojjdCF7lR4SYas0KrV9zkoLosnjkA6cyR1mgBJWQ3ThcUcQ3numKtv3TMQF2_wKIoXvZjKA80=s0
SK-A-1002,http://hdl.handle.net/10934/RM0001.COLLECT.7093,Stilleven met bloemen en vruchten,schilderij,"Sande Bakhuyzen, Gerardina Jacoba van de",1869,https://lh3.googleusercontent.com/YxHwhRVe0FjqXGMa59i5yAi13W65VSft-tc4V9tPCicKFI0HdF15bktI6AONWgsDG8v0ejY456SdCbc99dk7S0I5zqs=s0
SK-A-1003,http://hdl.handle.net/10934/RM0001.COLLECT.5913,Landhoeve bij Helvoirt,schilderij,"Barbiers, Pieter Pietersz.",1814,https://lh3.googleusercontent.com/OiPzt_ciC2pJm5gH2HL_CH4guvPLbFwfG3EdVYs6YW0upI8PXnekZU-QjCALsuUQUMt0TMI7l5ClT5dfYsCu1WJMZg=s0
SK-A-1004,http://hdl.handle.net/10934/RM0001.COLLECT.5943,'s Lands fregat 'Rotterdam' op de Maas voor Rotterdam,schilderij,"Baur, Nicolaas",1807,https://lh3.googleusercontent.com/-s-TlP_v5ieQ7rboPcEfjUz7U8XLA0Zg3TVAFi5fE3OKKCKRXrLWKwHgVp7SJvTYtiENevNFNMgd17Pc74LSr72J4fc=s0
SK-A-1005,http://hdl.handle.net/10934/RM0001.COLLECT.5941,'s Lands oorlogsschip 'Amsterdam' voor de Westerlaag op het IJ voor Amsterdam.,schilderij,"Baur, Nicolaas",1807,https://lh3.googleusercontent.com/LwaJjMCyuDpRceNlJlWZoOhKderZk6UvHsLIUfqe1HGI5t7OO2sUqDXoJjUjXo1QunIqB2J-aZReXA3-xwH43zA_Gg=s0
SK-A-1006,http://hdl.handle.net/10934/RM0001.COLLECT.5974,Stadswal met kruitmagazijn,schilderij,"Behr, Carel Jacobus",1830,https://lh3.googleusercontent.com/iYJF2BQ-N_qYuykt151sJKi8hKJ5byTSQoQ8tP743hqKihuF-s44Fui1mOj7_Q2nBZ2YWqATCY93tYzCVgSe-3qKw92W=s0
SK-A-1008,http://hdl.handle.net/10934/RM0001.COLLECT.6042,De heide bij Wolfheze,schilderij,"Bilders, Johannes Warnardus",1866,https://lh3.googleusercontent.com/gBpHcgAAcGtLBwX-ZT32yjGkWwjoch4LN3n4ZhV2TreRv_BNAG6uu-cGl_n63lJOXXvlH34s4H7wTMGh5q9qrz6BZpU=s0
SK-A-1009,http://hdl.handle.net/10934/RM0001.COLLECT.6061,"De vadermoorders, 'Het wil al muizen wat van katten komt'",schilderij,"Bles, David",1869,https://lh3.googleusercontent.com/7hGFs21hfc-jWAm-PT90t6C7fc2Sqt1lLQ2rt7cQt0IMol2xZ7A8-jLlQIyO967UdA2OpZgLcG17cNKLv77m1vU-bA=s0
SK-A-101,http://hdl.handle.net/10934/RM0001.COLLECT.6670,"Nicolaes van der Borght, koopman te Antwerpen",schilderij,"Dyck, Anthony van",1625,https://lh4.ggpht.com/2n5c-r_-BhBfbFdUAZmp2dj-LNocZ7gFgoMI7Brzw2fxkePRqjA7OF8T5XHMlYC2uQFDJj13fajpuLn5U2ItJL1X7w=s0
SK-A-1011,http://hdl.handle.net/10934/RM0001.COLLECT.6178,Het koor van de Onze Lieve Vrouwekerk te Breda met het grafmonument van Engelbert II van Nassau,schilderij,"Bosboom, Johannes",1843,https://lh3.googleusercontent.com/O0bZB7AuIRjUU8fggspKxNPjwkEGLPEz8c4-rFbJMrqjqvQvwOQk5nlrC7XR2T701TMCklSbBDw_uSqLEAz6YbAdPPk=s0
SK-A-1012,http://hdl.handle.net/10934/RM0001.COLLECT.6221,Stilleven van bloemen en vruchten,schilderij,"Brandt, Albertus Jonas",1816,https://lh6.ggpht.com/Fnlhw32JaT1-CMIySF_Jkb4KlygMW87Rs2yw8MhDEvkbf8Rg9JA4CTue-96ERDaTz1q_EZZtSc4wSU5Zif-NHcOa1t4=s0
SK-A-1013,http://hdl.handle.net/10934/RM0001.COLLECT.6220,Bloemen in een terracotta vaas,schilderij,"Brandt, Albertus Jonas",1810,https://lh3.googleusercontent.com/8XX7znoO3fswo-skGhFlT758XhPgFjPgEkx9iSYwTDWppb1Vpr-KwGXw37MVj5b0EJbrdiegX-eHoyCSjPbJYq0hfVc=s0
SK-A-1015,http://hdl.handle.net/10934/RM0001.COLLECT.7095,De poelier,schilderij,"Brice, Ignace",1827,https://lh3.ggpht.com/bm9ZtqtfrzcNFFctefR3YnVWZJ-9gEQggnKry4y5mjXVmHDyjrPSbLF2vnW__hZczffIMM21cHyS1P4BwKbgVcNhAC9L=s0
SK-A-1016,http://hdl.handle.net/10934/RM0001.COLLECT.8102,Na het melken,schilderij,"Burch, Hendrick van der",1825,https://lh3.ggpht.com/4xa5jVvlYbkSGh14wYrw8WJGU8vM48Q5T5NabUViGfxckY9eJrBgHocyC16wHtce34vvSel3YzDGVcAvUWHEd8Pv=s0
SK-A-1018,http://hdl.handle.net/10934/RM0001.COLLECT.8129,De Torensluis en de Jan Roodenpoortstoren te Amsterdam,schilderij,"Cate, Hendrik Gerrit ten",1829,https://lh3.googleusercontent.com/lLtN7YWjqt0J_6dpcuf53B8e5QSZ4ShYi6S41RqPYOtpylW-zHIbtIdPnf48BGlXbIciEYJLeFIAtn4pZisP4HyNxrs=s0
SK-A-1019,http://hdl.handle.net/10934/RM0001.COLLECT.8132,Zwitserse boerin,schilderij,"Cels, Cornelis",1820,https://lh3.ggpht.com/oUndQRGn_P6hXYhZcj14cV4uLacIPNo6nl1ZeQ5IpFFy9evRFkcIg_JjCmcI-cst4Ndc6XOhllD0IJ1D1x4hq2nR1Ts=s0
SK-A-102,http://hdl.handle.net/10934/RM0001.COLLECT.8289,"De latere stadhouder Willem II, prins van Oranje (1626-1650), en zijn bruid prinses Maria Stuart (1631-1660), dochter van Karel I van Engeland",schilderij,"Dyck, Anthony van",1641,https://lh3.googleusercontent.com/slOCAknKd3RT1QosmVoqaMMMiUTqTv8jLWUFvJSSPbBkuaZrb7YV32dLN2z5eFUMaFEvNNZgcJTkhDRMWOGnome2dg=s0
SK-A-1020,http://hdl.handle.net/10934/RM0001.COLLECT.7097,Een aanrijding bij de Halpoort te Brussel,schilderij,"Coene, Constantinus Fidelio",1823,https://lh3.ggpht.com/N-ki8OHcNb6qBZg8rDX7dj36RW0NP_JhSXv5_Qkm_JQL2r7dY4UubxQO0ONQgdBulZ_UT-O03QA9sMfCDOUGlCA2KYlJ=s0
SK-A-1021,http://hdl.handle.net/10934/RM0001.COLLECT.7098,Marktnieuws,schilderij,"Coene, Jean Henri de",1827,https://lh3.ggpht.com/O0vLYuHWw--Mz08-NPWv44lNx1DrXCnLOLo7TzUMEY6K0cRVGuC-Su4fVVVDTivK0QUpw4ldORmXpZr6ouqO9tFei4Q=s0
SK-A-1022,http://hdl.handle.net/10934/RM0001.COLLECT.7099,IJsvermaak op een stadsgracht,schilderij,"Couwenberg, Abraham Johannes",1830,https://lh5.ggpht.com/cTKfho-3YnZfh4-LPXf9f4duN42hbcTmYSJJXupLntQo9-ufyv2Vnu1H93mEsw6V194IaXxWuAAqX65lQUNgCN4PXkIw=s0
SK-A-1023,http://hdl.handle.net/10934/RM0001.COLLECT.7100,Jachtgezellen,schilderij,"Cunaeus, Conradijn",1860,https://lh3.googleusercontent.com/Wqnm5Vh7zPlZ6HREQJyog8cea8yIlFHyNrH3fHQLytFa5zyTe83vpwYs4a61Ez6fJIhYP2BdvMMNLZCnL5n1lIdnLHw=s0
SK-A-1024,http://hdl.handle.net/10934/RM0001.COLLECT.7101,Landschap bij de Sambre,schilderij,"Delvaux, Edouard",1826,https://lh5.ggpht.com/pCxS9XA0YIbSS48hVl330FnYC4eToFbOaNmE0-MjNBV2KeJut9VoGdL3R8_yZOHrbV2HRJlGk1-U0RlD_tjayIgaOA=s0
SK-A-1026,http://hdl.handle.net/10934/RM0001.COLLECT.8286,Hebe met Jupiter in de gedaante van een adelaar,schilderij,"Diez, Gustav-Adolphe",1820,https://lh3.ggpht.com/COimnRxvDJh9UBZLCLCDwhrC7Za24_7Zk0U8aL6zQLPusHrQi5c9ZpF0sFFxv-vCL9AziXfFQ5AgShV-RVekpnfZLg=s0
SK-A-1028,http://hdl.handle.net/10934/RM0001.COLLECT.7104,Gezicht op Dordrecht vanaf Papendrecht,schilderij,"Dreibholtz, Christiaan Lodewijk Willem",1830,https://lh3.ggpht.com/gTxhdpQx8ldy58w2kaBICPHQbGs1E0k5JxsWgFWfx7bxhC6VBR_hvX_OLJUE61e13dp8qDCw_fyydjFhutLUZEVEezM=s0
SK-A-1029,http://hdl.handle.net/10934/RM0001.COLLECT.7105,De begraafplaats te Baden-Baden,schilderij,"Dubourcq, Pierre Louis",1855,https://lh4.ggpht.com/QBz6QTOUG7B5FbmW7N1U7H0i-PFJccCAxYdFrBkukHfgRusWLRT4C1Imv2IHGqmSfAGfIhk_yNCcIe3bX2Oa6SAJyg=s0
SK-A-103,http://hdl.handle.net/10934/RM0001.COLLECT.8287,De boetvaardige Maria Magdalena,schilderij,"Dyck, Anthony van",1620,https://lh4.ggpht.com/NAULCHybOquVlKaKtjGfZsLFcnAuuLH8jQUyZ2TBSk8vmMwUwrw9wEw2KeNdIvz9xVzIvz3B2BtehEHBFexYx4Im9Ga_=s0
SK-A-1030,http://hdl.handle.net/10934/RM0001.COLLECT.7106,"Het huwelijk van Jacoba van Beieren, gravin van Holland, en Jan IV, hertog van Brabant, op 10 maart 1418",schilderij,"Eeckhout, Jacob Joseph",1839,https://lh6.ggpht.com/uIxlGJHzuCl2lmQm0HPklmEw4oF8VRVY67TSdwmpUkeN7-UAKsh52ETJ2axKGqju0suHNuPdS58b4J6FTnI6TuKjUQ=s0
SK-A-1032,http://hdl.handle.net/10934/RM0001.COLLECT.7108,Stilleven met bloemen en vruchten,schilderij,"Eelkema, Eelke Jelles",1824,https://lh3.googleusercontent.com/HfV9-odSp-LHKz-SpMnFRaGpK7c6t-5FIdLf9YsVvoyNvEkaih9wxI1d_Ukr0kk77G3wgDn-QaeV5_NDgxDivi5rGHM=s0
SK-A-1033,http://hdl.handle.net/10934/RM0001.COLLECT.7109,De poelierster,schilderij,"Engelberts, Willem Jodocus Mattheus",1830,https://lh3.ggpht.com/DX7LSHG3kzy0PVx0qPtUIRue2Rhif6CyuXETEQIqVIobJgu3RBH8u4E3PyFdUhW_fgSpK-6meJpFXDfn_7p47sucsA=s0
SK-A-1035,http://hdl.handle.net/10934/RM0001.COLLECT.7110,´Schilder worden´,schilderij,"Van Eycken, Jean-Baptiste (1800-1861)",1825,https://lh5.ggpht.com/FP3WeDop-irVCdGajRqNYRwF_O1YYO0lQoyc1THn_ejr7rylczPQv1E-syP10ThjWxAlSPZaAIpzw4Hc22g_1egjUOL0=s0
SK-A-1036,http://hdl.handle.net/10934/RM0001.COLLECT.8554,De marketentster,schilderij,"Govaerts, Anthonie Constantijn",1825,https://lh6.ggpht.com/zqU0M4L1xE3n5qyKbHgRpkt4qYT6I2B030X8DWiHcmZaFjllZ8kyWjseBsnTuHXa7pzwjAjmscXud0MuaoX6UF2Aciw=s0
SK-A-1037,http://hdl.handle.net/10934/RM0001.COLLECT.7111,Schafttijd op een scheepstimmerwerf aan de Maas,schilderij,"Greive, Johan Conrad",1865,https://lh3.googleusercontent.com/5yGyzxm42wInEp7KnHFBuMHgy-PLaLugBpPL7bRMpf_jqTNhvfBZvsenZyYDMslWX7E4h91or9eukFNTQD8RoWOA8eg=s0
SK-A-104,http://hdl.handle.net/10934/RM0001.COLLECT.6671,De heilige Franciscus aan de voet van het kruis,schilderij,"Dyck, Anthony van",1606,https://lh3.googleusercontent.com/GKF2jyWQmYTxtWSQ-4fJCTzT36IXSoW_7pBqM4KJx8TJak-SDuh5IUZ23QzkE5MhDprNRGP3PdNSzXUzwNGj7ZJ4d8U=s0
SK-A-1041,http://hdl.handle.net/10934/RM0001.COLLECT.7115,Zelfportret,schilderij,"Van Hanselaere, Pierre",1824,https://lh3.googleusercontent.com/xovmTocEdlnlmym_JDAyM2hduxDxsoz8vun43fs72TTPSuBBVbQ6O8aZuVNmXu_eKLgp7J5sgsUSmeME7z79mR55NOEi=s0
SK-A-1042,http://hdl.handle.net/10934/RM0001.COLLECT.7116,Suzanna en de ouderlingen,schilderij,"Van Hanselaere, Pierre",1820,https://lh3.googleusercontent.com/-qd3dZtEKBZA8M08VYoPrWWOIBBPocFGPGmHoAdlH1rFtR5ASGp9bCsYHJzUVAMqxMKDNnJO_gOpAUBFULrzJ4qQ=s0
SK-A-1043,http://hdl.handle.net/10934/RM0001.COLLECT.8623,"Nachtkwartier te Molodetschno, 3-4 december 1812: episode uit de terugtocht van keizer Napoleon uit Rusland",schilderij,"Hari, Johannes (I)",1812,https://lh6.ggpht.com/wIhvKG-55Z3BcPWiPJlKJMspwDeCyheVxsMdZ6NN0sbFTlXwmd_tKmaf3WcRJ4rcOF9KAD3tsyCFxgHWzObBeAu_H08=s0
SK-A-1047,http://hdl.handle.net/10934/RM0001.COLLECT.8694,Zelfportret,schilderij,"Hodges, Charles Howard",1820,https://lh3.googleusercontent.com/zZpUH4taS5FxrHLphINXyH8C9RTo2Kg94Qbqlh7xGR0YpQXRML4LY2BLm-gP2zRsptxnGXPI6FFt1uhoTmykZVrF6BaG=s0
SK-A-1048,http://hdl.handle.net/10934/RM0001.COLLECT.8698,"Emma Jane Hodges (1789-1868), dochter van de schilder",schilderij,"Hodges, Charles Howard",1810,https://lh3.googleusercontent.com/Kl8AXr5AhNC76x_bXyfGD-FiERqUUWD8DuMp11ba1MxgdDgnunBrqblz2__5as-knsJgW0NMwvFgbP0toj1hxL_bHg=s0
SK-A-105,http://hdl.handle.net/10934/RM0001.COLLECT.6672,"Frederik Hendrik (1584-1647), prins van Oranje",schilderij,"Dyck, Anthony van",1625,https://lh3.googleusercontent.com/c_dfr_ZeEzPHDYRCYtKpI6Ey57jYVlWQRgrHrlY5yoLSKfPDoXd8K4f9uasWjWyHicZRQ-zoZrZib0hAnYZ8lqpvIiM=s0
SK-A-1050,http://hdl.handle.net/10934/RM0001.COLLECT.8792,Gezicht aan de vervallen wal te Amsterdam aan de stadszijde tussen de Muiderpoort en de Weesperpoort,schilderij,"Hulswit, Jan",1807,https://lh3.googleusercontent.com/ZsDVEvqY7PNE-37gGnPAVZwEe_bLgQJdG4AZ-Wqo0y0AyCBuM2Mcxg04jypQAzRDsqbTZBPzXYNssfmoYyfaFUySxnt2=s0
SK-A-1051,http://hdl.handle.net/10934/RM0001.COLLECT.8791,"De vervallen wal te Amsterdam met de Weteringpoort, gezien over de Buitensingel",schilderij,"Hulswit, Jan",1807,https://lh3.ggpht.com/nVKWIiS81WBCTXeKfUTVFtyrUcFGa2z5Sf1JrDGWPR5FN9___p17T-oEF6w6Lkr98ArSsr-75Cv7l_-QF6EvMaxJQvWN=s0
SK-A-1052,http://hdl.handle.net/10934/RM0001.COLLECT.8838,'Goede buren',schilderij,"Janson, Johannes Christiaan",1780,https://lh5.ggpht.com/Sd604j51sjzcicKAupXkg8TF12EqvK8Ri_DHyQgpiMXCp1nKQU178p1vjf6OHiVx_VpHrqZQIuE6PjnxHTbIVi5CHg=s0
SK-A-1053,http://hdl.handle.net/10934/RM0001.COLLECT.7121,De kleine vismarkt op de hoek van de Brouwersgracht en het Singel te Amsterdam,schilderij,"Jelgerhuis, Johannes",1826,https://lh4.ggpht.com/jTrLXGqAr5fEbqOg2ahkw0spI-qtXvIUW4oduEATWwdMIX-YrEUh8iApDwHd6I9G2DNfmOs5kDSQItQ6kZW0S3p2swo=s0
